DtCustomer,Education,Marital,Kidhome,Teenhome,Income,MntFishProducts,MntMeatProducts,MntFruits,MntSweetProducts,MntWines,MntGoldProds,NumDealsPurchases,NumCatalogPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Recency,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response
01-10-1982 23.21,PhD,Single,1,1,385966,11478,11723,576,1932,17647,16347,0,2,6,7,7,2,0,1,1,1,1,0,0
08-07-2013 3.45,Bachelors,Married,0,2,465598,2889,13657,8412,890,18733,10395,7,2,14,3,26,42,1,1,0,0,1,0,1
05-12-1988 1.25,Professional,Divorced,2,2,347899,13129,3191,7885,6298,15,14172,3,3,18,5,12,8,0,1,1,0,1,0,0
23-02-1996 2.48,Professional,Separated,1,1,935828,7615,4915,998,7436,3472,19175,12,4,4,10,7,91,1,0,0,0,1,0,0
22-08-1979 18.28,Masters,Divorced,2,2,1290315,12031,13390,4005,9421,10768,10038,2,0,16,7,25,9,0,1,0,0,0,0,0
11-01-1985 20.18,Masters,Single,2,0,667045,14135,13102,9496,2297,15828,16082,9,12,19,2,9,56,1,1,0,0,1,0,1
18-06-2005 14.35,Bachelors,Single,2,1,448933,6504,14498,5499,6496,2085,15987,2,10,8,9,18,96,1,0,0,0,0,0,0
28-04-1971 12.44,High School,Single,0,2,399273,2046,3964,2604,3955,8364,13464,0,4,19,6,23,61,0,0,1,0,0,1,0
20-04-2007 0.30,Professional,Married,0,1,529907,3891,5312,4110,320,4261,1644,0,4,19,12,14,26,1,1,0,0,0,0,1
15-01-1998 13.06,Professional,Widowed,1,2,1975145,14357,5518,7497,8983,6442,12235,4,5,4,11,10,18,0,0,0,1,0,1,0
25-09-2002 22.29,None,Separated,0,2,1398704,13177,19550,6675,3291,3201,17466,4,12,13,14,21,69,0,1,1,0,0,1,1
04-12-1990 8.54,Masters,Single,0,1,613234,8302,18716,5725,7118,19302,8180,12,10,19,4,19,70,0,1,0,0,1,1,0
09-03-1973 3.54,Masters,Divorced,1,2,1229994,12190,13937,9290,284,17138,14661,8,13,0,8,11,78,1,0,0,1,0,1,1
20-12-1985 11.48,PhD,Married,1,0,367520,5730,5695,9076,7220,20538,17522,6,5,13,11,9,9,0,1,1,1,0,0,0
08-09-2011 1.04,None,Separated,2,1,1955771,13016,16748,965,2243,17026,1395,9,10,8,12,18,71,1,1,0,0,0,1,1
02-10-2006 10.34,None,Married,2,1,389654,9669,4681,58,153,13710,5265,4,14,17,9,25,27,0,1,1,0,1,1,1
30-11-1973 6.01,None,Widowed,0,0,1734839,6694,8603,3698,2938,24809,16189,7,6,18,4,13,60,1,0,1,1,0,0,0
24-09-2020 9.29,None,Single,1,0,912784,10461,3225,7350,6983,8908,15930,13,9,18,1,17,58,1,0,1,1,0,0,0
20-03-2003 14.54,Masters,Divorced,1,1,409299,6443,3164,843,7488,24538,1975,13,4,14,6,17,60,0,0,1,0,1,0,0
31-05-1971 11.39,Masters,Single,1,1,752257,5982,10876,3009,2389,20640,1979,12,10,15,11,20,83,1,1,0,1,0,0,0
11-02-1996 0.29,None,Separated,1,0,693068,5449,18813,7225,968,1903,13859,8,2,22,6,1,74,1,0,0,1,0,1,0
08-01-1985 4.00,Masters,Separated,0,2,1671747,10379,7390,522,8308,4059,8260,10,14,15,9,21,8,0,1,0,0,0,0,0
27-11-2017 18.57,High School,Separated,0,0,1327605,7194,3406,1997,8299,12486,2209,12,5,23,14,18,41,1,1,0,0,1,1,0
19-05-2021 0.29,Masters,Widowed,0,1,253018,4708,12874,3124,1939,22954,12295,12,7,1,6,4,4,1,1,0,0,1,1,1
19-10-1982 3.06,High School,Widowed,0,2,878538,7532,9984,1817,7329,14395,13037,1,13,21,2,5,30,1,1,1,1,0,1,0
21-07-2009 8.02,Masters,Separated,0,1,752112,10359,8747,8591,524,1256,1808,13,9,5,12,20,76,1,0,1,0,0,0,0
19-03-2022 10.17,PhD,Widowed,1,2,1394213,6438,9751,1551,6684,9063,13675,5,13,24,11,9,39,1,1,1,1,1,1,0
20-09-2014 21.21,Masters,Widowed,2,1,1304051,758,8544,3918,7069,5867,4850,4,5,15,1,14,43,0,1,1,0,1,1,0
15-08-2015 17.05,Professional,Separated,1,0,342025,8961,2546,7229,5440,15655,19045,6,13,23,6,16,38,0,1,0,0,0,0,1
17-12-2017 19.42,PhD,Divorced,0,2,1522958,1010,12387,7611,7391,8145,1234,11,11,2,9,29,22,1,1,1,0,0,0,1
14-04-1999 18.38,Bachelors,Married,2,2,797750,5413,13537,6830,3508,21806,8535,11,6,10,4,0,33,1,0,1,1,1,1,1
23-11-2018 5.59,High School,Widowed,0,0,276256,4675,13695,8086,7078,8424,4115,4,0,14,1,11,97,1,1,0,0,0,0,1
03-01-2007 18.59,High School,Separated,0,0,365119,7217,12162,3462,2358,12893,19542,11,14,0,7,2,50,1,1,0,1,1,0,0
19-07-2015 12.11,Professional,Divorced,0,2,235536,3690,19981,5275,9992,11465,8240,8,8,7,4,28,54,0,1,0,1,1,1,0
11-06-2012 20.40,PhD,Widowed,1,2,1103408,6487,7847,7738,4960,12533,3183,12,8,7,1,8,25,1,1,0,1,1,0,1
16-07-2000 14.13,PhD,Married,1,1,652103,7075,11143,9383,4696,23377,13276,11,1,15,12,11,55,0,1,1,1,0,1,1
29-01-1982 6.19,Masters,Divorced,0,0,1453036,1845,12438,5275,1670,14015,3566,12,3,18,14,29,7,0,0,0,1,1,1,0
17-01-2004 10.12,High School,Divorced,1,0,744177,9833,9919,9581,9102,19146,16480,7,1,16,14,25,5,1,0,1,0,0,0,1
29-12-1978 1.42,PhD,Married,2,2,1598954,12825,10631,4145,9691,21885,6014,7,0,9,6,17,59,0,0,0,1,0,0,1
04-02-1974 19.53,Masters,Separated,2,0,772571,9996,5398,398,4933,7806,10340,6,9,9,8,22,16,1,1,1,1,1,1,1
09-02-1983 23.25,Masters,Married,2,0,276961,11378,11185,7507,7836,21121,17447,0,10,10,8,18,73,0,0,1,1,1,1,0
09-07-1995 12.53,Professional,Married,1,2,474781,2397,10787,9830,2881,22809,979,9,6,15,12,10,1,1,1,0,1,1,1,0
11-08-1991 22.09,Professional,Separated,0,2,1550547,1874,5316,8087,3533,16973,4289,7,1,7,5,7,4,1,1,0,0,1,1,1
09-02-2021 20.57,None,Separated,0,0,832352,3015,11033,1187,2222,24798,17885,9,14,24,0,6,10,0,1,1,1,0,0,1
15-06-1989 2.23,None,Single,1,1,1270093,6880,4716,9117,6690,4337,551,14,11,4,8,26,29,1,0,1,0,1,1,1
26-04-1972 4.21,Professional,Divorced,0,2,1083742,14408,481,6701,2071,16172,1313,0,14,3,2,18,59,1,1,0,1,1,1,0
19-08-2005 22.36,Bachelors,Divorced,2,1,894586,7387,3593,4121,7995,11831,18953,10,13,16,10,4,1,0,1,1,0,0,0,1
07-10-2000 6.56,High School,Separated,2,0,1987458,12976,11171,8625,1206,16234,15971,0,2,21,9,10,55,1,0,1,1,0,0,1
14-04-2003 0.17,Professional,Single,1,1,492271,11770,2561,557,9780,6056,1784,10,3,4,11,29,16,0,1,1,1,1,0,1
07-08-1987 21.16,PhD,Married,2,2,364571,1565,9928,244,7059,8428,17191,1,4,20,11,11,44,0,1,1,0,1,0,1
19-07-2010 12.23,High School,Married,0,0,1937367,3600,4926,7932,5999,5651,18009,5,1,7,6,3,53,0,1,0,0,1,1,0
02-05-1993 18.14,Masters,Widowed,0,0,1132568,8279,488,2440,6351,15068,18229,14,12,17,4,2,80,0,1,0,0,1,0,0
30-04-2005 1.47,PhD,Divorced,2,1,886579,6642,6767,5380,4440,19718,7841,7,14,11,7,13,2,1,0,1,0,1,1,0
05-10-1981 8.18,None,Married,1,1,977207,5598,13329,3271,650,16236,3868,8,10,24,0,21,60,0,0,1,1,0,0,1
30-01-1986 16.51,PhD,Single,2,2,1519223,14967,19190,7598,8312,2122,5658,5,10,17,10,1,74,0,1,0,0,1,0,1
30-06-1979 23.49,None,Divorced,0,2,1630686,14285,19189,9195,2769,21750,4303,1,2,12,4,26,66,1,1,0,1,0,1,0
11-10-1976 15.40,Masters,Separated,1,0,1938012,4145,18409,6182,1870,680,13933,12,13,2,10,3,50,0,0,1,0,1,1,0
27-01-1994 6.20,Bachelors,Single,1,0,380548,5832,12524,5276,1295,14291,10287,6,3,1,8,6,92,0,0,1,1,0,0,1
06-01-1974 4.59,Professional,Married,2,1,528356,12133,4412,8443,1465,22128,13577,2,6,17,13,1,59,0,1,1,0,1,0,1
21-06-1985 10.06,Professional,Divorced,1,2,1433319,2320,9397,3695,5329,11064,1744,11,7,17,10,27,34,1,0,0,0,0,1,1
03-06-2013 10.45,None,Married,1,1,1035164,13682,4686,2042,5828,9478,4853,3,0,12,13,10,0,0,0,0,0,1,0,0
01-05-2005 14.43,Professional,Widowed,2,1,439784,4648,12607,369,7338,7717,12823,4,5,5,8,0,55,1,1,1,0,1,0,1
21-06-1972 23.47,None,Married,2,1,1626300,12254,2040,6128,9642,24581,16986,4,11,20,1,11,99,0,0,0,1,1,1,1
26-09-1995 13.56,Bachelors,Separated,2,2,1884530,13921,5035,4700,4751,13196,7686,9,2,19,14,1,38,0,0,1,0,0,1,0
17-12-1989 5.15,Bachelors,Married,1,2,1477754,419,15941,2593,2467,13149,3357,7,3,14,9,14,9,0,0,0,1,1,0,0
09-06-2003 11.30,PhD,Separated,0,0,771099,894,6256,8400,8690,9074,10663,3,6,12,9,24,33,0,0,1,0,1,1,0
25-12-1985 22.52,Professional,Single,0,1,770154,13803,18857,9241,3476,14100,1049,1,11,5,11,19,35,1,0,1,0,0,1,1
05-05-1970 22.15,Masters,Married,0,1,659698,11728,8620,1356,2423,18698,8811,8,2,11,12,25,52,1,0,1,1,1,0,1
10-02-2005 18.04,High School,Single,0,2,1436121,10859,10172,249,2824,24027,14778,9,14,4,11,19,87,1,1,0,0,0,1,0
19-04-1981 14.15,None,Widowed,2,0,1975682,12331,18948,460,8406,19762,6066,10,11,3,14,3,49,0,1,1,0,1,0,1
04-08-1971 9.42,Masters,Single,0,0,616473,1115,3610,9867,9530,13537,12718,9,11,15,1,12,63,0,1,1,0,0,0,1
12-07-1993 3.25,Masters,Widowed,1,1,1329387,9890,3235,9860,9431,10730,19281,8,3,22,1,16,85,1,0,1,0,1,1,0
10-01-2013 5.42,Professional,Married,2,0,1367632,12428,1993,9124,5052,13770,8830,3,1,0,0,20,33,1,0,0,0,0,0,1
29-11-1986 1.09,Professional,Divorced,1,0,1739061,11337,708,3945,1656,15882,14843,13,5,18,7,3,72,0,1,0,1,1,1,1
28-05-1975 4.30,Masters,Married,1,0,793881,5477,9574,1956,3289,24463,9496,2,1,8,7,5,92,1,0,1,0,1,0,1
24-06-1983 0.03,Masters,Separated,0,0,1059922,9340,13819,1396,5643,10422,12076,2,6,24,11,3,30,1,1,0,1,1,1,0
09-12-1983 22.44,Masters,Married,1,2,1661046,14795,3837,7178,3238,15709,15500,0,11,17,10,14,50,0,0,0,0,0,0,0
28-03-1989 13.15,PhD,Divorced,1,1,1147718,6752,18514,6486,1726,24400,10409,2,3,11,14,2,13,1,1,1,0,1,0,1
06-01-2002 2.03,PhD,Married,0,2,662011,9602,18378,6182,9708,23352,1748,5,1,23,9,2,88,1,1,1,0,1,1,0
27-11-2006 16.01,Bachelors,Divorced,0,1,1741453,6237,8125,3936,6247,16460,8347,1,3,13,1,19,2,0,1,1,0,0,0,1
20-06-1982 19.13,PhD,Married,1,2,1886304,10150,11440,9412,8581,4868,18724,13,6,18,14,19,57,1,1,0,1,1,0,0
06-07-2015 15.23,None,Separated,1,1,895551,11516,444,7141,2229,1286,9695,5,9,12,10,20,78,0,1,1,1,1,0,1
05-06-1988 5.45,None,Separated,2,2,1601022,7578,13668,1960,9224,11885,6412,11,9,3,3,14,15,1,1,0,0,1,0,1
11-07-2008 0.21,PhD,Single,0,0,1468075,2128,2313,6191,1565,17342,3333,7,5,24,7,16,76,1,0,1,0,0,0,1
23-06-2013 10.18,Masters,Separated,0,0,1944123,13767,1243,3549,3573,5495,19725,10,8,21,12,2,0,0,0,1,1,0,0,0
08-11-1993 20.50,Bachelors,Married,2,1,1068981,489,17044,9394,6129,23089,6573,5,2,7,5,17,35,0,0,0,1,0,0,0
17-05-1974 16.35,Bachelors,Widowed,0,2,969461,11866,2195,368,8383,4266,17778,6,6,4,0,29,72,0,1,0,1,1,1,0
23-05-2012 6.38,Professional,Divorced,2,2,366129,10825,13078,5069,5406,2387,5090,12,6,22,1,16,24,0,0,1,0,1,1,0
01-11-2005 16.45,PhD,Divorced,1,2,811877,11851,11382,9921,2816,18066,4175,3,1,7,14,19,92,1,1,1,0,1,1,1
10-03-1989 10.20,Professional,Single,2,2,820502,5059,8821,3465,5302,4002,1137,4,6,3,3,29,92,1,0,1,0,1,1,1
19-08-1989 7.19,High School,Married,2,2,624040,14919,3290,943,6638,20765,12581,6,6,22,9,27,0,0,1,1,1,0,0,1
05-03-2017 19.55,PhD,Separated,2,1,1763943,4213,5956,904,2586,6990,8739,7,14,11,4,11,52,0,1,0,0,0,0,0
29-05-1986 0.22,Masters,Divorced,1,0,1772612,9595,13349,8341,6984,9978,19680,12,4,8,6,4,18,1,0,1,1,0,1,0
24-11-1996 9.39,Masters,Divorced,1,0,1988354,5505,14582,2076,9587,2178,8296,10,2,6,14,6,12,1,1,1,1,1,0,1
17-03-1990 8.08,PhD,Divorced,2,1,905015,1839,2731,893,228,10433,12041,12,2,0,5,11,30,0,1,0,1,0,1,0
13-04-1992 20.49,High School,Widowed,2,1,1945289,10460,7740,3400,2910,7047,16751,3,5,22,9,1,77,0,1,0,1,1,1,0
19-04-1978 18.48,Masters,Widowed,2,2,1795484,6739,547,3709,3497,12657,14717,1,2,1,5,11,8,0,0,1,1,0,1,0
13-02-1990 5.29,None,Widowed,1,2,1087845,6068,18007,2151,6621,2338,14376,9,6,8,7,8,49,1,1,0,0,1,1,1
01-03-2022 6.09,None,Single,0,2,1215235,7156,14363,3322,4583,20383,19203,3,7,14,5,5,88,0,0,0,0,0,0,0
26-11-1981 23.17,None,Single,1,2,1849746,13723,12692,7358,9946,4205,9643,5,14,16,13,5,9,1,1,0,1,1,1,1
05-01-1980 17.46,None,Single,2,2,1989661,13046,18603,3221,4944,9921,17094,2,6,14,8,15,33,0,1,1,0,1,0,1
01-05-1972 16.42,Masters,Married,1,0,1586689,4616,16041,3525,8821,1404,14295,9,4,18,3,14,61,0,1,1,1,1,1,0
25-07-2004 3.29,Bachelors,Single,1,2,403637,8876,9328,7380,8596,4421,9516,7,4,1,6,11,42,1,1,1,0,0,1,0
21-02-2016 22.40,Masters,Widowed,0,0,1437936,14093,13183,4358,2639,2212,19356,1,12,3,6,10,79,0,1,0,0,0,0,1
13-07-1999 6.13,Bachelors,Married,0,2,733641,3970,13885,8440,1995,16905,13541,11,6,23,6,3,3,0,1,1,0,1,0,1
27-05-1970 4.15,High School,Married,1,1,1236751,5433,6454,8844,6796,3511,6012,4,6,17,4,21,44,0,0,0,0,1,0,0
11-03-2006 6.52,High School,Single,1,0,1250572,11835,18708,863,8247,5191,12938,13,10,23,1,2,87,1,0,1,0,1,1,1
16-06-1973 5.31,Masters,Married,1,0,817831,7989,8441,7118,2148,20534,11698,5,3,10,14,12,62,1,1,1,1,0,0,0
25-09-2009 9.09,Bachelors,Widowed,0,1,338291,1758,9495,6232,830,24771,12541,11,7,15,8,23,16,0,1,1,0,0,1,0
14-12-2000 9.31,Professional,Widowed,1,0,1454416,2603,724,4445,5472,10850,17107,10,9,1,2,6,34,0,1,0,1,1,0,1
18-02-1979 1.53,Masters,Widowed,0,0,1106342,7834,10323,3324,3851,24170,4957,3,2,20,1,2,40,0,1,0,1,1,1,0
23-03-1972 8.43,Masters,Separated,2,1,1366214,5624,18489,8781,9075,14141,2947,7,14,23,7,20,80,1,0,1,0,0,1,1
11-09-1994 2.36,Bachelors,Widowed,1,0,1430800,13061,19092,8067,1895,6831,2820,1,2,22,11,25,61,0,0,1,0,0,0,1
20-01-1974 13.15,Professional,Single,2,1,1340688,12135,18875,2871,201,22366,8879,14,11,11,7,17,45,0,0,1,0,1,1,1
31-05-2003 17.32,PhD,Single,0,1,1849194,7152,13360,8661,8492,9060,8015,7,1,20,11,25,30,1,1,0,0,1,1,1
22-08-1997 20.53,High School,Divorced,0,2,385441,10652,18251,6495,2058,24360,6096,3,4,14,0,13,80,0,0,0,1,0,0,0
31-05-2005 16.12,Professional,Divorced,0,0,326618,4377,13687,4781,1749,5791,12875,13,13,17,9,13,24,1,0,1,0,1,1,1
14-05-1984 4.44,Professional,Widowed,1,1,1272600,13907,200,1037,885,24585,19373,12,8,14,0,4,48,0,1,1,1,0,1,1
21-09-2016 19.37,High School,Married,1,2,1711610,12739,11044,6634,3444,16747,12139,0,1,15,3,29,12,0,0,1,0,1,1,1
10-04-2019 2.19,High School,Widowed,1,1,1451674,9186,14649,5973,3340,14290,19211,3,11,13,8,24,98,1,0,1,1,1,1,0
01-11-1979 16.17,High School,Single,0,2,1730329,8421,8676,4319,1677,14921,8831,0,4,16,5,19,3,1,0,1,1,0,1,1
28-06-2019 10.19,Professional,Married,1,0,1194193,6675,928,7415,366,2175,5122,12,12,17,7,29,99,0,1,0,0,0,0,1
03-01-2010 1.09,Professional,Married,1,0,1162243,3277,13995,6845,6447,13341,1061,12,3,17,1,4,52,0,0,1,1,1,1,1
09-06-2022 11.24,High School,Single,1,1,1995514,14002,9801,236,6569,23363,4423,9,2,3,1,22,61,1,1,0,1,0,1,0
04-10-1999 9.06,Masters,Married,0,2,1319025,11710,2950,77,4211,8388,17990,9,14,12,14,14,59,1,1,0,0,0,0,1
27-07-1975 23.40,Masters,Separated,2,2,552414,8813,17558,5933,7953,905,15852,0,13,24,13,13,34,1,0,1,1,0,1,0
22-05-2008 15.40,Masters,Divorced,1,0,1136075,7572,14221,1859,7843,4560,15,9,4,24,4,15,63,0,0,1,0,1,0,0
30-05-2004 12.05,PhD,Divorced,0,1,1460564,8925,10093,5933,8998,4058,3811,1,6,5,3,9,5,0,0,1,1,0,0,1
15-07-1999 0.43,PhD,Married,2,1,988389,13408,9668,3825,5102,17055,17964,2,13,11,5,26,89,0,0,1,1,1,1,0
08-11-2005 14.04,PhD,Married,0,2,653607,7154,12392,9445,610,9415,18406,14,11,5,2,14,97,0,0,1,0,1,0,1
11-02-1999 21.17,Bachelors,Married,0,2,1306746,4992,5608,9713,7389,8728,2130,11,4,10,12,18,55,0,0,0,1,1,1,1
07-04-1998 13.49,None,Divorced,2,1,1447889,13507,17324,2668,2993,22609,4008,10,2,6,3,19,17,1,1,0,1,1,0,0
23-03-2002 9.31,Masters,Widowed,0,2,1972795,12697,404,3405,9656,5734,13402,9,3,12,3,2,74,0,1,1,0,0,1,1
23-07-1999 1.41,Masters,Widowed,1,0,220454,507,4081,2468,7261,16101,18456,14,0,2,10,25,14,0,1,0,1,0,1,0
21-09-1982 4.11,Professional,Widowed,1,1,1411479,12664,9030,3405,5205,19108,10635,11,5,22,6,10,47,0,0,0,1,1,0,0
08-08-2004 15.11,Bachelors,Divorced,0,2,765978,4799,8521,2193,9829,5958,6310,2,13,17,12,29,38,0,0,1,1,0,1,0
22-11-2002 0.55,Professional,Divorced,2,2,1395377,14928,3196,7667,7284,24122,6196,11,11,12,14,5,57,0,0,0,1,0,1,0
13-03-2019 13.04,Bachelors,Widowed,2,1,1478847,10083,2264,9700,5703,23885,14617,10,13,5,6,17,8,1,1,0,0,1,0,0
10-01-1974 9.00,Professional,Separated,0,0,441159,13617,13579,9191,5715,18437,4788,4,14,15,14,13,43,1,1,0,0,0,1,1
28-12-1997 5.00,High School,Separated,1,2,1006848,579,7250,1395,8718,3312,18990,14,4,22,9,23,13,1,0,0,0,0,1,0
16-10-2007 23.49,Bachelors,Single,0,0,1003582,14019,18542,7970,2986,9143,1464,14,1,17,13,0,22,1,1,1,1,0,1,1
04-12-2000 22.22,Bachelors,Separated,0,0,750797,1736,7429,1740,9495,6936,8238,6,1,18,8,14,49,1,1,1,0,0,0,1
29-03-1982 21.20,High School,Single,1,0,1169676,10613,5758,9348,4597,15878,17342,6,8,0,9,11,66,0,1,1,0,0,0,1
27-05-2011 1.57,PhD,Divorced,0,2,583532,1696,11945,4310,284,7150,6867,3,8,18,0,2,93,0,0,1,0,0,0,1
02-05-1976 21.27,High School,Separated,0,2,692184,7786,2726,1105,1562,9578,7036,4,12,15,6,15,71,1,1,1,1,0,0,1
27-04-2015 22.05,High School,Divorced,1,0,552636,11640,10262,6583,8907,10993,18255,1,5,18,10,22,10,1,0,0,0,1,1,1
17-08-1974 18.49,High School,Separated,0,0,1378925,1999,9568,186,5622,12150,6272,1,8,24,12,2,23,1,1,1,0,0,1,1
19-04-1987 14.36,Bachelors,Single,1,0,1520189,4049,12351,4195,3088,19921,2938,3,4,2,10,2,96,1,1,0,1,0,0,0
23-06-2006 21.14,None,Divorced,0,2,1416836,2007,13062,8392,3248,24242,17127,3,2,20,7,6,92,1,1,0,0,0,1,1
26-07-2020 3.48,Bachelors,Widowed,2,2,1506556,8376,13680,6489,6395,7501,6924,11,14,17,8,11,82,1,0,1,0,0,1,1
14-07-2001 13.51,Masters,Divorced,2,2,236260,14137,8605,5142,5292,13125,3099,1,10,5,13,12,37,1,0,1,1,0,1,0
25-12-2013 18.11,PhD,Single,0,2,772841,3217,619,8687,7326,18024,17134,3,2,22,13,23,4,1,0,1,1,0,0,0
11-05-1980 0.51,None,Widowed,0,2,274736,3903,4260,7579,5594,9044,17932,2,14,20,6,25,35,0,0,1,1,1,1,1
07-07-2013 4.26,Masters,Divorced,2,2,1731674,6204,17467,1955,1303,20787,10103,1,2,7,7,25,63,0,0,1,1,0,1,1
31-12-2013 21.49,Bachelors,Widowed,1,1,434401,6522,14883,2130,9031,14748,19232,1,2,24,2,4,60,0,0,0,0,1,0,0
27-06-2001 11.56,None,Married,1,0,679600,6420,4398,323,9013,13485,15345,1,3,16,0,28,77,1,1,0,0,0,0,0
13-01-2006 21.06,PhD,Single,0,2,677643,5692,10805,4533,3125,1757,16961,8,13,3,13,1,47,1,0,0,1,0,1,0
06-06-1997 17.59,High School,Separated,0,0,1245558,6042,3837,3323,3659,14769,10214,1,10,13,10,23,97,1,1,1,1,1,1,1
26-03-2004 7.57,Professional,Divorced,0,2,600272,11061,13440,7294,1104,14111,13115,4,11,5,11,21,63,1,0,0,1,0,1,0
06-02-2016 8.03,High School,Widowed,2,0,852519,5134,4943,5935,9310,4472,19857,9,8,17,10,13,59,0,0,1,1,0,1,0
08-06-2009 5.01,Masters,Divorced,2,1,763275,10654,2169,260,7490,22911,12918,11,6,0,10,18,49,0,0,0,1,0,1,0
26-04-1986 17.46,Bachelors,Married,2,1,1246378,5041,15001,4230,8111,19675,6820,4,4,16,4,17,71,1,0,1,1,0,1,0
08-02-1970 20.37,Bachelors,Single,1,0,1199277,7403,13219,6861,4789,24618,5107,13,7,14,6,23,79,0,0,0,1,1,1,1
13-07-1996 21.37,PhD,Widowed,0,1,882247,3222,9579,5586,248,23253,4187,14,13,12,8,6,59,1,1,1,0,1,0,0
18-02-1985 22.15,Bachelors,Divorced,2,2,1742027,3073,6978,6827,4658,20136,8597,10,0,1,2,20,23,1,0,1,0,0,0,0
05-03-2022 9.11,PhD,Divorced,1,1,880096,953,3908,6489,5861,19305,15156,11,0,5,12,13,24,1,1,0,1,1,0,1
19-06-1984 16.50,Professional,Divorced,2,0,386680,13341,17706,3089,8687,20490,1133,12,7,11,2,23,94,1,0,0,0,1,0,1
06-01-2019 4.46,Masters,Single,1,1,1346940,14253,11663,7888,6844,21410,14182,0,14,18,14,17,13,1,0,1,1,0,0,1
23-08-1974 7.52,Professional,Widowed,1,1,1039296,12406,9103,2900,8744,21922,14535,2,5,9,12,9,53,0,1,0,1,1,1,0
06-08-2017 4.02,None,Divorced,1,0,703192,3995,2484,4433,4681,3743,2799,5,1,2,12,17,36,0,1,0,1,0,1,0
04-04-2013 14.58,Professional,Widowed,2,2,959268,12773,2993,6400,7119,22724,7510,7,4,24,9,5,59,0,0,0,0,0,1,1
04-05-2005 5.45,Masters,Divorced,2,2,1319023,2952,7750,5541,4604,11675,19532,4,9,16,0,28,15,0,1,0,1,1,0,1
27-06-2000 5.42,Masters,Widowed,2,2,1154718,157,8347,3177,4917,11303,15632,0,3,10,6,27,0,1,0,1,0,0,0,1
24-12-1990 7.59,High School,Divorced,1,1,1109690,419,2899,4532,4121,20372,3165,11,12,8,14,18,91,0,1,0,0,0,1,1
04-09-2019 21.49,Bachelors,Separated,1,2,616204,1917,16477,3975,8049,17817,9304,3,5,19,5,6,65,0,1,1,0,1,1,1
16-01-1993 23.12,Professional,Single,0,1,957084,7594,18472,9287,3818,15810,17567,4,11,21,2,21,65,0,1,0,0,0,1,1
08-10-2001 19.51,PhD,Divorced,2,2,533414,2010,14919,6350,2127,9473,10248,5,9,12,11,2,69,0,1,1,0,0,1,0
09-05-2010 15.30,High School,Married,0,1,1495546,2090,3238,4998,8033,10473,11288,3,10,0,13,27,13,1,0,0,1,1,1,1
25-09-2022 19.02,Bachelors,Widowed,0,0,304050,592,10476,9000,5448,18319,13851,9,3,24,7,3,86,1,1,0,1,1,1,0
28-12-1971 12.02,High School,Widowed,1,2,1873055,8535,2210,6607,6769,9518,11045,12,6,10,11,8,46,1,1,1,0,0,1,0
16-04-1981 14.32,None,Single,0,1,1288899,13199,19847,7558,358,14676,8393,8,6,20,8,23,81,1,1,0,0,1,1,0
05-10-1992 11.27,Bachelors,Single,0,1,919690,5945,8126,8919,7490,18400,16875,13,6,10,0,2,28,1,1,0,0,1,0,1
25-04-2008 23.27,None,Separated,0,1,718088,7247,11071,9948,7557,17358,15900,1,4,20,6,26,55,0,1,1,1,1,1,0
10-04-2010 13.18,Professional,Widowed,2,2,1260825,6055,4619,9291,8464,11308,10024,1,1,22,9,18,83,1,1,1,0,0,0,0
11-02-1993 4.10,None,Married,2,1,575918,14228,4435,2984,3829,21639,13164,5,11,21,12,7,72,0,1,1,1,0,0,1
11-05-1974 19.21,Bachelors,Widowed,1,0,306571,12139,671,4999,8635,21388,12871,14,10,2,2,2,98,0,0,1,0,1,1,1
09-11-2016 7.21,None,Separated,0,1,227578,6511,6374,8739,2509,9043,17767,12,1,1,5,15,48,1,0,1,1,1,1,0
16-02-2008 10.48,PhD,Separated,1,0,1959610,2473,10473,6802,8634,10534,7662,3,3,6,14,13,45,1,0,1,0,0,1,1
12-06-1973 23.29,PhD,Divorced,0,2,466308,10668,3123,4016,2520,8931,7045,0,10,5,4,23,91,1,1,0,0,1,1,1
08-05-2006 2.33,Masters,Married,1,1,1289757,7242,402,9999,4294,14254,17375,12,11,0,9,20,75,1,0,0,0,0,0,0
20-12-2016 22.18,Professional,Separated,2,1,1750107,9078,18235,1490,4999,12976,628,2,8,14,5,16,82,1,1,0,0,1,0,1
30-07-2016 8.06,High School,Separated,1,1,788838,331,9457,1220,6612,19257,3710,5,4,9,3,29,4,0,1,0,1,0,0,1
29-01-1981 9.29,Masters,Separated,0,0,1948999,2684,561,628,2713,18066,15489,12,9,9,7,9,13,0,0,0,0,1,0,0
30-12-1973 2.58,High School,Separated,2,0,897626,6635,14804,1991,1726,23986,17766,2,0,24,11,20,27,1,1,0,0,0,1,0
26-08-2012 12.51,PhD,Widowed,2,0,1025521,6798,12799,5139,599,5283,14666,7,6,16,14,12,42,0,1,0,1,0,0,0
19-11-1972 9.51,Professional,Single,1,1,408826,217,2230,9675,2743,6408,1627,10,8,19,3,6,93,0,0,1,0,0,1,1
10-01-2003 7.14,Professional,Separated,0,1,1874191,9163,17289,4806,6992,24023,17313,9,6,1,1,0,52,1,1,0,0,1,1,1
